Rall,I,J
RUS,64,598
RUS,64,599
RUS,64,600
RUS,64,601
RUS,64,602
RUS,64,603
RUS,64,604
RUS,64,605
RUS,64,606
RUS,64,607
RUS,64,608
RUS,64,609
RUS,64,610
RUS,64,611
RUS,64,612
RUS,64,613
RUS,64,614
RUS,64,615
RUS,64,616
RUS,64,617
RUS,64,618
RUS,64,619
RUS,64,620
RUS,64,621
RUS,64,622
RUS,64,623
RUS,64,624
RUS,64,625
RUS,64,626
RUS,64,627
RUS,64,628
RUS,64,629
RUS,64,630
RUS,64,631
RUS,64,632
RUS,64,633
RUS,64,634
RUS,64,635
RUS,64,636
RUS,64,637
RUS,64,638
RUS,64,639
RUS,64,640
RUS,64,641
RUS,64,642
RUS,64,643
RUS,64,676
RUS,64,677
RUS,64,678
RUS,64,679
RUS,64,680
RUS,64,681
RUS,64,682
RUS,64,683
RUS,64,684
RUS,64,685
RUS,65,415
RUS,65,416
RUS,65,417
RUS,65,418
RUS,65,419
RUS,65,420
RUS,65,421
RUS,65,422
RUS,65,423
RUS,65,424
RUS,65,425
RUS,65,426
RUS,65,427
RUS,65,428
RUS,65,429
RUS,65,430
RUS,65,431
RUS,65,432
RUS,65,433
RUS,65,434
RUS,65,435
RUS,65,436
RUS,65,437
RUS,65,438
RUS,65,439
RUS,65,440
RUS,65,441
RUS,65,442
RUS,65,443
RUS,65,444
RUS,65,445
RUS,65,446
RUS,65,447
RUS,65,448
RUS,65,449
RUS,65,450
RUS,65,451
RUS,65,452
RUS,65,453
RUS,65,454
RUS,65,455
RUS,65,456
RUS,65,457
RUS,65,458
RUS,65,459
RUS,65,460
RUS,65,461
RUS,65,462
RUS,65,463
RUS,65,464
RUS,65,465
RUS,65,466
RUS,65,467
RUS,65,468
RUS,65,469
RUS,65,470
RUS,65,471
RUS,65,472
RUS,65,473
RUS,65,474
RUS,65,475
RUS,65,476
RUS,65,477
RUS,65,478
RUS,65,479
RUS,65,480
RUS,65,481
RUS,65,482
RUS,65,483
RUS,65,484
RUS,65,485
RUS,65,486
RUS,65,487
RUS,65,488
RUS,65,489
RUS,65,490
RUS,65,491
RUS,65,492
RUS,65,493
RUS,65,494
RUS,65,495
RUS,65,496
RUS,65,497
RUS,65,498
RUS,65,499
RUS,65,500
RUS,65,501
RUS,65,502
RUS,65,503
RUS,65,504
RUS,65,505
RUS,65,506
RUS,65,507
RUS,65,508
RUS,65,509
RUS,65,510
RUS,65,511
RUS,65,512
RUS,65,513
RUS,65,514
RUS,65,515
RUS,65,516
RUS,65,517
RUS,65,518
RUS,65,519
RUS,65,520
RUS,65,521
RUS,65,522
RUS,65,523
RUS,65,524
RUS,65,525
RUS,65,526
RUS,65,527
RUS,65,528
RUS,65,529
RUS,65,530
RUS,65,531
RUS,65,532
RUS,65,533
RUS,65,534
RUS,65,535
RUS,65,536
RUS,65,537
RUS,65,538
RUS,65,539
RUS,65,540
RUS,65,541
RUS,65,542
RUS,65,543
RUS,65,544
RUS,65,545
RUS,65,546
RUS,65,547
RUS,65,548
RUS,65,549
RUS,65,550
RUS,65,551
RUS,65,552
RUS,65,553
RUS,65,554
RUS,65,555
RUS,65,556
RUS,65,557
RUS,65,558
RUS,65,559
RUS,65,560
RUS,65,561
RUS,65,562
RUS,65,563
RUS,65,564
RUS,65,565
RUS,65,566
RUS,65,567
RUS,65,568
RUS,65,569
RUS,65,570
RUS,65,571
RUS,65,572
RUS,65,573
RUS,65,574
RUS,65,575
RUS,65,576
RUS,65,577
RUS,65,578
RUS,65,579
RUS,65,580
RUS,65,581
RUS,65,582
RUS,65,583
RUS,65,584
RUS,65,585
RUS,65,586
RUS,65,587
RUS,65,588
RUS,65,589
RUS,65,590
RUS,65,591
RUS,65,592
RUS,65,593
RUS,65,594
RUS,65,595
RUS,65,596
RUS,65,597
RUS,65,598
RUS,65,599
RUS,65,600
RUS,65,601
RUS,65,602
RUS,65,603
RUS,65,604
RUS,65,605
RUS,65,606
RUS,65,607
RUS,65,608
RUS,65,609
RUS,65,610
RUS,65,611
RUS,65,612
RUS,65,613
RUS,65,614
RUS,65,615
RUS,65,616
RUS,65,617
RUS,65,618
RUS,65,619
RUS,65,620
RUS,65,621
RUS,65,622
RUS,65,623
RUS,65,624
RUS,65,625
RUS,65,626
RUS,65,627
RUS,65,628
RUS,65,629
RUS,65,630
RUS,65,631
RUS,65,632
RUS,65,633
RUS,65,634
RUS,65,635
RUS,65,636
RUS,65,637
RUS,65,638
RUS,65,639
RUS,65,640
RUS,65,641
RUS,65,642
RUS,65,674
RUS,65,675
RUS,65,676
RUS,65,677
RUS,65,678
RUS,65,679
RUS,65,680
RUS,65,681
RUS,65,682
RUS,65,683
RUS,65,684
RUS,65,685
RUS,65,686
RUS,65,687
RUS,66,416
RUS,66,417
RUS,66,418
RUS,66,419
RUS,66,420
RUS,66,421
RUS,66,422
RUS,66,423
RUS,66,424
RUS,66,425
RUS,66,426
RUS,66,427
RUS,66,428
RUS,66,429
RUS,66,430
RUS,66,431
RUS,66,432
RUS,66,433
RUS,66,434
RUS,66,435
RUS,66,436
RUS,66,437
RUS,66,438
RUS,66,439
RUS,66,440
RUS,66,441
RUS,66,442
RUS,66,443
RUS,66,444
RUS,66,445
RUS,66,446
RUS,66,447
RUS,66,448
RUS,66,449
RUS,66,450
RUS,66,451
RUS,66,452
RUS,66,453
RUS,66,454
RUS,66,455
RUS,66,456
RUS,66,457
RUS,66,458
RUS,66,459
RUS,66,460
RUS,66,461
RUS,66,462
RUS,66,463
RUS,66,464
RUS,66,465
RUS,66,466
RUS,66,467
RUS,66,468
RUS,66,469
RUS,66,470
RUS,66,471
RUS,66,472
RUS,66,473
RUS,66,474
RUS,66,475
RUS,66,476
RUS,66,477
RUS,66,478
RUS,66,479
RUS,66,480
RUS,66,481
RUS,66,482
RUS,66,483
RUS,66,484
RUS,66,485
RUS,66,486
RUS,66,487
RUS,66,488
RUS,66,489
RUS,66,490
RUS,66,491
RUS,66,492
RUS,66,493
RUS,66,494
RUS,66,495
RUS,66,496
RUS,66,497
RUS,66,498
RUS,66,499
RUS,66,500
RUS,66,501
RUS,66,502
RUS,66,503
RUS,66,504
RUS,66,505
RUS,66,506
RUS,66,507
RUS,66,508
RUS,66,509
RUS,66,510
RUS,66,511
RUS,66,512
RUS,66,513
RUS,66,514
RUS,66,515
RUS,66,516
RUS,66,517
RUS,66,518
RUS,66,519
RUS,66,520
RUS,66,521
RUS,66,522
RUS,66,523
RUS,66,524
RUS,66,525
RUS,66,526
RUS,66,527
RUS,66,528
RUS,66,529
RUS,66,530
RUS,66,531
RUS,66,532
RUS,66,533
RUS,66,534
RUS,66,535
RUS,66,536
RUS,66,537
RUS,66,538
RUS,66,539
RUS,66,540
RUS,66,541
RUS,66,542
RUS,66,543
RUS,66,544
RUS,66,545
RUS,66,546
RUS,66,547
RUS,66,548
RUS,66,549
RUS,66,550
RUS,66,551
RUS,66,552
RUS,66,553
RUS,66,554
RUS,66,555
RUS,66,556
RUS,66,557
RUS,66,558
RUS,66,559
RUS,66,560
RUS,66,561
RUS,66,562
RUS,66,563
RUS,66,564
RUS,66,565
RUS,66,566
RUS,66,567
RUS,66,568
RUS,66,569
RUS,66,570
RUS,66,571
RUS,66,572
RUS,66,573
RUS,66,574
RUS,66,575
RUS,66,576
RUS,66,577
RUS,66,578
RUS,66,579
RUS,66,580
RUS,66,581
RUS,66,582
RUS,66,583
RUS,66,584
RUS,66,585
RUS,66,586
RUS,66,587
RUS,66,588
RUS,66,589
RUS,66,590
RUS,66,591
RUS,66,592
RUS,66,593
RUS,66,594
RUS,66,595
RUS,66,596
RUS,66,597
RUS,66,598
RUS,66,599
RUS,66,600
RUS,66,601
RUS,66,602
RUS,66,603
RUS,66,604
RUS,66,605
RUS,66,606
RUS,66,607
RUS,66,608
RUS,66,609
RUS,66,610
RUS,66,611
RUS,66,612
RUS,66,613
RUS,66,614
RUS,66,615
RUS,66,616
RUS,66,617
RUS,66,618
RUS,66,619
RUS,66,620
RUS,66,621
RUS,66,622
RUS,66,623
RUS,66,624
RUS,66,625
RUS,66,626
RUS,66,627
RUS,66,628
RUS,66,629
RUS,66,630
RUS,66,631
RUS,66,632
RUS,66,633
RUS,66,634
RUS,66,635
RUS,66,636
RUS,66,637
RUS,66,638
RUS,66,639
RUS,66,640
RUS,66,674
RUS,66,675
RUS,66,676
RUS,66,677
RUS,66,678
RUS,66,679
RUS,66,680
RUS,66,681
RUS,66,682
RUS,66,683
RUS,66,684
RUS,66,685
RUS,66,686
RUS,66,687
RUS,67,416
RUS,67,417
RUS,67,418
RUS,67,419
RUS,67,420
RUS,67,421
RUS,67,422
RUS,67,423
RUS,67,424
RUS,67,425
RUS,67,426
RUS,67,427
RUS,67,428
RUS,67,429
RUS,67,430
RUS,67,431
RUS,67,432
RUS,67,433
RUS,67,434
RUS,67,435
RUS,67,436
RUS,67,437
RUS,67,438
RUS,67,439
RUS,67,440
RUS,67,441
RUS,67,442
RUS,67,443
RUS,67,444
RUS,67,445
RUS,67,446
RUS,67,447
RUS,67,448
RUS,67,449
RUS,67,450
RUS,67,451
RUS,67,452
RUS,67,453
RUS,67,454
RUS,67,455
RUS,67,456
RUS,67,457
RUS,67,458
RUS,67,459
RUS,67,460
RUS,67,461
RUS,67,462
RUS,67,463
RUS,67,464
RUS,67,465
RUS,67,466
RUS,67,467
RUS,67,468
RUS,67,469
RUS,67,470
RUS,67,471
RUS,67,472
RUS,67,473
RUS,67,474
RUS,67,475
RUS,67,476
RUS,67,477
RUS,67,478
RUS,67,479
RUS,67,480
RUS,67,481
RUS,67,482
RUS,67,483
RUS,67,484
RUS,67,485
RUS,67,486
RUS,67,487
RUS,67,488
RUS,67,489
RUS,67,490
RUS,67,491
RUS,67,492
RUS,67,493
RUS,67,494
RUS,67,495
RUS,67,496
RUS,67,497
RUS,67,498
RUS,67,499
RUS,67,500
RUS,67,501
RUS,67,502
RUS,67,503
RUS,67,504
RUS,67,505
RUS,67,506
RUS,67,507
RUS,67,508
RUS,67,509
RUS,67,510
RUS,67,511
RUS,67,512
RUS,67,513
RUS,67,514
RUS,67,515
RUS,67,516
RUS,67,517
RUS,67,518
RUS,67,519
RUS,67,520
RUS,67,521
RUS,67,522
RUS,67,523
RUS,67,524
RUS,67,525
RUS,67,526
RUS,67,527
RUS,67,528
RUS,67,529
RUS,67,530
RUS,67,531
RUS,67,532
RUS,67,533
RUS,67,534
RUS,67,535
RUS,67,536
RUS,67,537
RUS,67,538
RUS,67,539
RUS,67,540
RUS,67,541
RUS,67,542
RUS,67,543
RUS,67,544
RUS,67,545
RUS,67,546
RUS,67,547
RUS,67,548
RUS,67,549
RUS,67,550
RUS,67,551
RUS,67,552
RUS,67,553
RUS,67,554
RUS,67,555
RUS,67,556
RUS,67,557
RUS,67,558
RUS,67,559
RUS,67,560
RUS,67,561
RUS,67,562
RUS,67,563
RUS,67,564
RUS,67,565
RUS,67,566
RUS,67,567
RUS,67,568
RUS,67,569
RUS,67,570
RUS,67,571
RUS,67,572
RUS,67,573
RUS,67,574
RUS,67,575
RUS,67,576
RUS,67,577
RUS,67,578
RUS,67,579
RUS,67,580
RUS,67,581
RUS,67,582
RUS,67,583
RUS,67,584
RUS,67,585
RUS,67,586
RUS,67,587
RUS,67,588
RUS,67,589
RUS,67,590
RUS,67,591
RUS,67,592
RUS,67,593
RUS,67,594
RUS,67,595
RUS,67,596
RUS,67,597
RUS,67,598
RUS,67,599
RUS,67,600
RUS,67,601
RUS,67,602
RUS,67,603
RUS,67,604
RUS,67,605
RUS,67,606
RUS,67,607
RUS,67,608
RUS,67,609
RUS,67,610
RUS,67,611
RUS,67,612
RUS,67,613
RUS,67,614
RUS,67,615
RUS,67,616
RUS,67,617
RUS,67,618
RUS,67,619
RUS,67,620
RUS,67,621
RUS,67,622
RUS,67,623
RUS,67,624
RUS,67,625
RUS,67,626
RUS,67,627
RUS,67,628
RUS,67,629
RUS,67,630
RUS,67,631
RUS,67,632
RUS,67,633
RUS,67,634
RUS,67,635
RUS,67,636
RUS,67,637
RUS,67,638
RUS,67,672
RUS,67,673
RUS,67,674
RUS,67,675
RUS,67,676
RUS,67,677
RUS,67,678
RUS,67,679
RUS,67,680
RUS,67,681
RUS,67,682
RUS,67,683
RUS,67,684
RUS,67,685
RUS,67,686
RUS,67,687
RUS,68,417
RUS,68,418
RUS,68,419
RUS,68,420
RUS,68,421
RUS,68,422
RUS,68,423
RUS,68,424
RUS,68,425
RUS,68,426
RUS,68,427
RUS,68,428
RUS,68,429
RUS,68,430
RUS,68,431
RUS,68,432
RUS,68,433
RUS,68,434
RUS,68,435
RUS,68,436
RUS,68,437
RUS,68,438
RUS,68,439
RUS,68,440
RUS,68,441
RUS,68,442
RUS,68,443
RUS,68,444
RUS,68,445
RUS,68,446
RUS,68,447
RUS,68,448
RUS,68,449
RUS,68,450
RUS,68,451
RUS,68,452
RUS,68,453
RUS,68,454
RUS,68,455
RUS,68,456
RUS,68,457
RUS,68,458
RUS,68,459
RUS,68,460
RUS,68,461
RUS,68,462
RUS,68,463
RUS,68,464
RUS,68,465
RUS,68,466
RUS,68,467
RUS,68,468
RUS,68,469
RUS,68,470
RUS,68,471
RUS,68,472
RUS,68,473
RUS,68,474
RUS,68,475
RUS,68,476
RUS,68,477
RUS,68,478
RUS,68,479
RUS,68,480
RUS,68,481
RUS,68,482
RUS,68,483
RUS,68,484
RUS,68,485
RUS,68,486
RUS,68,487
RUS,68,488
RUS,68,489
RUS,68,490
RUS,68,491
RUS,68,492
RUS,68,493
RUS,68,494
RUS,68,495
RUS,68,496
RUS,68,497
RUS,68,498
RUS,68,499
RUS,68,500
RUS,68,501
RUS,68,502
RUS,68,503
RUS,68,504
RUS,68,505
RUS,68,506
RUS,68,507
RUS,68,508
RUS,68,509
RUS,68,510
RUS,68,511
RUS,68,512
RUS,68,513
RUS,68,514
RUS,68,515
RUS,68,516
RUS,68,517
RUS,68,518
RUS,68,519
RUS,68,520
RUS,68,521
RUS,68,522
RUS,68,523
RUS,68,524
RUS,68,525
RUS,68,526
RUS,68,527
RUS,68,528
RUS,68,529
RUS,68,530
RUS,68,531
RUS,68,532
RUS,68,533
RUS,68,534
RUS,68,535
RUS,68,536
RUS,68,537
RUS,68,538
RUS,68,539
RUS,68,540
RUS,68,541
RUS,68,542
RUS,68,543
RUS,68,544
RUS,68,545
RUS,68,546
RUS,68,547
RUS,68,548
RUS,68,549
RUS,68,550
RUS,68,551
RUS,68,552
RUS,68,553
RUS,68,554
RUS,68,555
RUS,68,556
RUS,68,557
RUS,68,558
RUS,68,559
RUS,68,560
RUS,68,561
RUS,68,562
RUS,68,563
RUS,68,564
RUS,68,565
RUS,68,566
RUS,68,567
RUS,68,568
RUS,68,569
RUS,68,570
RUS,68,571
RUS,68,572
RUS,68,573
RUS,68,574
RUS,68,575
RUS,68,576
RUS,68,577
RUS,68,578
RUS,68,579
RUS,68,580
RUS,68,581
RUS,68,582
RUS,68,583
RUS,68,584
RUS,68,585
RUS,68,586
RUS,68,587
RUS,68,588
RUS,68,589
RUS,68,590
RUS,68,591
RUS,68,592
RUS,68,593
RUS,68,594
RUS,68,595
RUS,68,596
RUS,68,597
RUS,68,598
RUS,68,599
RUS,68,600
RUS,68,601
RUS,68,602
RUS,68,603
RUS,68,604
RUS,68,605
RUS,68,606
RUS,68,607
RUS,68,608
RUS,68,609
RUS,68,610
RUS,68,611
RUS,68,612
RUS,68,613
RUS,68,614
RUS,68,615
RUS,68,616
RUS,68,617
RUS,68,618
RUS,68,619
RUS,68,620
RUS,68,621
RUS,68,622
RUS,68,623
RUS,68,624
RUS,68,625
RUS,68,626
RUS,68,627
RUS,68,628
RUS,68,629
RUS,68,630
RUS,68,631
RUS,68,632
RUS,68,633
RUS,68,634
RUS,68,635
RUS,68,636
RUS,68,637
RUS,68,672
RUS,68,673
RUS,68,674
RUS,68,675
RUS,68,676
RUS,68,677
RUS,68,678
RUS,68,679
RUS,68,680
RUS,68,681
RUS,68,682
RUS,68,683
RUS,68,684
RUS,68,685
RUS,68,686
RUS,68,687
RUS,69,418
RUS,69,419
RUS,69,420
RUS,69,421
RUS,69,422
RUS,69,423
RUS,69,424
RUS,69,425
RUS,69,426
RUS,69,427
RUS,69,428
RUS,69,429
RUS,69,430
RUS,69,431
RUS,69,432
RUS,69,433
RUS,69,434
RUS,69,435
RUS,69,436
RUS,69,437
RUS,69,438
RUS,69,439
RUS,69,440
RUS,69,441
RUS,69,442
RUS,69,443
RUS,69,444
RUS,69,445
RUS,69,446
RUS,69,447
RUS,69,448
RUS,69,449
RUS,69,450
RUS,69,451
RUS,69,452
RUS,69,453
RUS,69,454
RUS,69,455
RUS,69,456
RUS,69,457
RUS,69,458
RUS,69,459
RUS,69,460
RUS,69,461
RUS,69,462
RUS,69,463
RUS,69,464
RUS,69,465
RUS,69,466
RUS,69,467
RUS,69,468
RUS,69,469
RUS,69,470
RUS,69,471
RUS,69,472
RUS,69,473
RUS,69,474
RUS,69,475
RUS,69,476
RUS,69,477
RUS,69,478
RUS,69,479
RUS,69,480
RUS,69,481
RUS,69,482
RUS,69,483
RUS,69,484
RUS,69,485
RUS,69,486
RUS,69,487
RUS,69,488
RUS,69,489
RUS,69,490
RUS,69,491
RUS,69,492
RUS,69,493
RUS,69,494
RUS,69,495
RUS,69,496
RUS,69,497
RUS,69,498
RUS,69,499
RUS,69,500
RUS,69,501
RUS,69,502
RUS,69,503
RUS,69,504
RUS,69,505
RUS,69,506
RUS,69,507
RUS,69,508
RUS,69,509
RUS,69,510
RUS,69,511
RUS,69,512
RUS,69,513
RUS,69,514
RUS,69,515
RUS,69,516
RUS,69,517
RUS,69,518
RUS,69,519
RUS,69,520
RUS,69,521
RUS,69,522
RUS,69,523
RUS,69,524
RUS,69,525
RUS,69,526
RUS,69,527
RUS,69,528
RUS,69,529
RUS,69,530
RUS,69,531
RUS,69,532
RUS,69,533
RUS,69,534
RUS,69,535
RUS,69,536
RUS,69,537
RUS,69,538
RUS,69,539
RUS,69,540
RUS,69,541
RUS,69,542
RUS,69,543
RUS,69,544
RUS,69,545
RUS,69,546
RUS,69,547
RUS,69,548
RUS,69,549
RUS,69,550
RUS,69,551
RUS,69,552
RUS,69,553
RUS,69,554
RUS,69,555
RUS,69,556
RUS,69,557
RUS,69,558
RUS,69,559
RUS,69,560
RUS,69,561
RUS,69,562
RUS,69,563
RUS,69,564
RUS,69,565
RUS,69,566
RUS,69,567
RUS,69,568
RUS,69,569
RUS,69,570
RUS,69,571
RUS,69,572
RUS,69,573
RUS,69,574
RUS,69,575
RUS,69,576
RUS,69,577
RUS,69,578
RUS,69,579
RUS,69,580
RUS,69,581
RUS,69,582
RUS,69,583
RUS,69,584
RUS,69,585
RUS,69,586
RUS,69,587
RUS,69,588
RUS,69,589
RUS,69,590
RUS,69,591
RUS,69,592
RUS,69,593
RUS,69,594
RUS,69,595
RUS,69,596
RUS,69,597
RUS,69,598
RUS,69,599
RUS,69,600
RUS,69,601
RUS,69,602
RUS,69,603
RUS,69,604
RUS,69,605
RUS,69,606
RUS,69,607
RUS,69,608
RUS,69,609
RUS,69,610
RUS,69,611
RUS,69,612
RUS,69,613
RUS,69,614
RUS,69,615
RUS,69,616
RUS,69,617
RUS,69,618
RUS,69,619
RUS,69,620
RUS,69,621
RUS,69,622
RUS,69,623
RUS,69,624
RUS,69,625
RUS,69,626
RUS,69,627
RUS,69,628
RUS,69,629
RUS,69,630
RUS,69,631
RUS,69,632
RUS,69,633
RUS,69,634
RUS,69,635
RUS,69,672
RUS,69,673
RUS,69,674
RUS,69,675
RUS,69,676
RUS,69,677
RUS,69,678
RUS,69,679
RUS,69,680
RUS,69,681
RUS,69,682
RUS,69,683
RUS,69,684
RUS,69,685
RUS,70,402
RUS,70,403
RUS,70,404
RUS,70,405
RUS,70,406
RUS,70,422
RUS,70,423
RUS,70,424
RUS,70,425
RUS,70,426
RUS,70,427
RUS,70,428
RUS,70,429
RUS,70,430
RUS,70,431
RUS,70,432
RUS,70,433
RUS,70,434
RUS,70,435
RUS,70,436
RUS,70,437
RUS,70,438
RUS,70,439
RUS,70,440
RUS,70,441
RUS,70,442
RUS,70,443
RUS,70,444
RUS,70,445
RUS,70,446
RUS,70,447
RUS,70,448
RUS,70,449
RUS,70,450
RUS,70,451
RUS,70,452
RUS,70,453
RUS,70,454
RUS,70,455
RUS,70,456
RUS,70,457
RUS,70,458
RUS,70,459
RUS,70,460
RUS,70,461
RUS,70,462
RUS,70,463
RUS,70,464
RUS,70,465
RUS,70,466
RUS,70,467
RUS,70,468
RUS,70,469
RUS,70,470
RUS,70,471
RUS,70,472
RUS,70,473
RUS,70,474
RUS,70,475
RUS,70,476
RUS,70,477
RUS,70,478
RUS,70,479
RUS,70,480
RUS,70,481
RUS,70,482
RUS,70,483
RUS,70,484
RUS,70,485
RUS,70,486
RUS,70,487
RUS,70,488
RUS,70,489
RUS,70,490
RUS,70,491
RUS,70,492
RUS,70,493
RUS,70,494
RUS,70,495
RUS,70,496
RUS,70,497
RUS,70,498
RUS,70,499
RUS,70,500
RUS,70,501
RUS,70,502
RUS,70,503
RUS,70,504
RUS,70,505
RUS,70,506
RUS,70,507
RUS,70,508
RUS,70,509
RUS,70,510
RUS,70,511
RUS,70,512
RUS,70,513
RUS,70,514
RUS,70,515
RUS,70,516
RUS,70,517
RUS,70,518
RUS,70,519
RUS,70,520
RUS,70,521
RUS,70,522
RUS,70,523
RUS,70,524
RUS,70,525
RUS,70,526
RUS,70,527
RUS,70,528
RUS,70,529
RUS,70,530
RUS,70,531
RUS,70,532
RUS,70,533
RUS,70,534
RUS,70,535
RUS,70,536
RUS,70,537
RUS,70,538
RUS,70,539
RUS,70,540
RUS,70,541
RUS,70,542
RUS,70,543
RUS,70,544
RUS,70,545
RUS,70,546
RUS,70,547
RUS,70,548
RUS,70,549
RUS,70,550
RUS,70,551
RUS,70,552
RUS,70,553
RUS,70,554
RUS,70,555
RUS,70,556
RUS,70,557
RUS,70,558
RUS,70,559
RUS,70,560
RUS,70,561
RUS,70,562
RUS,70,563
RUS,70,564
RUS,70,565
RUS,70,566
RUS,70,567
RUS,70,568
RUS,70,569
RUS,70,570
RUS,70,571
RUS,70,572
RUS,70,573
RUS,70,574
RUS,70,575
RUS,70,576
RUS,70,577
RUS,70,578
RUS,70,579
RUS,70,580
RUS,70,581
RUS,70,582
RUS,70,583
RUS,70,584
RUS,70,585
RUS,70,586
RUS,70,587
RUS,70,588
RUS,70,589
RUS,70,590
RUS,70,591
RUS,70,592
RUS,70,593
RUS,70,594
RUS,70,595
RUS,70,596
RUS,70,597
RUS,70,598
RUS,70,599
RUS,70,600
RUS,70,601
RUS,70,602
RUS,70,603
RUS,70,604
RUS,70,605
RUS,70,606
RUS,70,607
RUS,70,608
RUS,70,609
RUS,70,610
RUS,70,611
RUS,70,612
RUS,70,613
RUS,70,614
RUS,70,615
RUS,70,616
RUS,70,617
RUS,70,618
RUS,70,619
RUS,70,620
RUS,70,621
RUS,70,622
RUS,70,623
RUS,70,624
RUS,70,625
RUS,70,626
RUS,70,627
RUS,70,628
RUS,70,629
RUS,70,630
RUS,70,631
RUS,70,632
RUS,70,633
RUS,70,634
RUS,70,635
RUS,70,636
RUS,70,637
RUS,70,672
RUS,70,673
RUS,70,674
RUS,70,675
RUS,70,676
RUS,70,677
RUS,70,678
RUS,70,679
RUS,70,680
RUS,70,681
RUS,70,682
RUS,70,683
RUS,70,684
RUS,70,685
RUS,70,692
RUS,70,693
RUS,71,400
RUS,71,401
RUS,71,402
RUS,71,403
RUS,71,404
RUS,71,405
RUS,71,406
RUS,71,422
RUS,71,423
RUS,71,424
RUS,71,425
RUS,71,426
RUS,71,427
RUS,71,428
RUS,71,429
RUS,71,430
RUS,71,431
RUS,71,432
RUS,71,433
RUS,71,434
RUS,71,435
RUS,71,436
RUS,71,437
RUS,71,438
RUS,71,439
RUS,71,440
RUS,71,441
RUS,71,442
RUS,71,443
RUS,71,444
RUS,71,445
RUS,71,446
RUS,71,447
RUS,71,448
RUS,71,449
RUS,71,450
RUS,71,451
RUS,71,452
RUS,71,453
RUS,71,454
RUS,71,455
RUS,71,456
RUS,71,457
RUS,71,458
RUS,71,459
RUS,71,460
RUS,71,461
RUS,71,462
RUS,71,463
RUS,71,464
RUS,71,465
RUS,71,466
RUS,71,467
RUS,71,468
RUS,71,469
RUS,71,470
RUS,71,471
RUS,71,472
RUS,71,473
RUS,71,474
RUS,71,475
RUS,71,476
RUS,71,477
RUS,71,478
RUS,71,479
RUS,71,480
RUS,71,481
RUS,71,482
RUS,71,483
RUS,71,484
RUS,71,485
RUS,71,486
RUS,71,487
RUS,71,488
RUS,71,489
RUS,71,490
RUS,71,491
RUS,71,492
RUS,71,493
RUS,71,494
RUS,71,495
RUS,71,496
RUS,71,497
RUS,71,502
RUS,71,503
RUS,71,504
RUS,71,505
RUS,71,506
RUS,71,507
RUS,71,508
RUS,71,509
RUS,71,510
RUS,71,511
RUS,71,512
RUS,71,513
RUS,71,514
RUS,71,515
RUS,71,516
RUS,71,517
RUS,71,518
RUS,71,519
RUS,71,520
RUS,71,521
RUS,71,522
RUS,71,523
RUS,71,524
RUS,71,525
RUS,71,526
RUS,71,527
RUS,71,528
RUS,71,529
RUS,71,530
RUS,71,531
RUS,71,532
RUS,71,533
RUS,71,534
RUS,71,535
RUS,71,536
RUS,71,537
RUS,71,538
RUS,71,539
RUS,71,540
RUS,71,541
RUS,71,542
RUS,71,543
RUS,71,544
RUS,71,545
RUS,71,546
RUS,71,547
RUS,71,548
RUS,71,549
RUS,71,550
RUS,71,551
RUS,71,552
RUS,71,553
RUS,71,554
RUS,71,555
RUS,71,556
RUS,71,557
RUS,71,558
RUS,71,559
RUS,71,560
RUS,71,561
RUS,71,562
RUS,71,563
RUS,71,564
RUS,71,565
RUS,71,566
RUS,71,567
RUS,71,568
RUS,71,569
RUS,71,570
RUS,71,571
RUS,71,572
RUS,71,573
RUS,71,574
RUS,71,575
RUS,71,576
RUS,71,577
RUS,71,578
RUS,71,579
RUS,71,580
RUS,71,581
RUS,71,582
RUS,71,583
RUS,71,584
RUS,71,585
RUS,71,586
RUS,71,587
RUS,71,588
RUS,71,589
RUS,71,590
RUS,71,591
RUS,71,592
RUS,71,593
RUS,71,594
RUS,71,595
RUS,71,596
RUS,71,597
RUS,71,598
RUS,71,599
RUS,71,600
RUS,71,601
RUS,71,602
RUS,71,603
RUS,71,604
RUS,71,605
RUS,71,606
RUS,71,607
RUS,71,608
RUS,71,609
RUS,71,610
RUS,71,611
RUS,71,612
RUS,71,613
RUS,71,614
RUS,71,615
RUS,71,616
RUS,71,617
RUS,71,618
RUS,71,619
RUS,71,620
RUS,71,621
RUS,71,622
RUS,71,623
RUS,71,624
RUS,71,625
RUS,71,626
RUS,71,627
RUS,71,628
RUS,71,629
RUS,71,630
RUS,71,631
RUS,71,632
RUS,71,633
RUS,71,634
RUS,71,635
RUS,71,636
RUS,71,637
RUS,71,672
RUS,71,673
RUS,71,674
RUS,71,675
RUS,71,676
RUS,71,677
RUS,71,678
RUS,71,679
RUS,71,680
RUS,71,681
RUS,71,682
RUS,71,683
RUS,71,684
RUS,71,685
RUS,71,693
RUS,71,694
RUS,71,695
RUS,71,696
RUS,71,697
RUS,72,400
RUS,72,401
RUS,72,402
RUS,72,403
RUS,72,404
RUS,72,405
RUS,72,406
RUS,72,423
RUS,72,424
RUS,72,425
RUS,72,426
RUS,72,427
RUS,72,428
RUS,72,429
RUS,72,430
RUS,72,431
RUS,72,432
RUS,72,433
RUS,72,434
RUS,72,435
RUS,72,436
RUS,72,437
RUS,72,438
RUS,72,439
RUS,72,440
RUS,72,441
RUS,72,442
RUS,72,443
RUS,72,444
